13-يىڭى يىل:21-قالتىس:4.285311738993688
17886-بەك ئېغىر:6-بىخەتەر,12-ھەقىقى:5.158626379520495
17890-تورغا چىقسام:21-قالتىس:5.339759523016064
17896-ھازىرغىچە يوق:3-گۈزەل:4.62123286030447
17901-ئاتا قىلغىن:30-ئاسان:3.6057283669634494
17903-ھىجاپنى ھەقىقى:12-ھەقىقى:7.282290387018451
17904-ھەقىقى مەنىسىدە:12-ھەقىقى:7.282290387018451
17905-مەنىسىدە چۈشەنمەي:12-ھەقىقى:7.282290387018451
17906-بىشىنىلا يۆگەپ:12-ھەقىقى:7.282290387018451
17907-يەنىلا ئاتالمىش:12-ھەقىقى:7.282290387018451
17908-ئاتالمىش زامانىۋىلىشىشقا:12-ھەقىقى:7.282290387018451
17909-زامانىۋىلىشىشقا قاراپ:12-ھەقىقى:7.282290387018451
17910-مەزلۇملىرىمىزنى كۆرسەم:12-ھەقىقى:7.282290387018451
17911-يىغا قاينايدۇ:12-ھەقىقى:7.282290387018451
17919-ئەۋزەل بولۇپ:16-ساغلام:7.702030505262583
17941-كۆپ بولغىنى:23-ئېسىل,24-كۈچلۈك:8.237282981041806
17943-ناھايىتى ئاز:3-گۈزەل:2.0362703595833143
17945-ئەرزىمەس ئىشلار:19-رازى بولۇش:11.638836678775387
17954-تەشۋىق قىلىش:6-بىخەتەر,37-يېشىل:8.42424667247838
17959-گۈزەل فىلىمنى:3-گۈزەل:6.943160955191833
17960-فىلىمنى كۆرەي:3-گۈزەل:5.943160955191833
17961-سۈرئىتى يىتىشمەي:3-گۈزەل:6.943160955191833
17962-ئىچىمنى سىقتا:3-گۈزەل:6.943160955191833
17979-گەپ بارمۇ:3-گۈزەل:4.943160955191833
17983-كائىناتنى ياراتقان:30-ئاسان:7.60572836696345
17984-مۇھاپىزەت قىلۋاتسا:30-ئاسان:7.60572836696345
17988-روھى بېسىم:24-كۈچلۈك:4.921845784370449
17994-نەرسىنى باشقىلار:14-مۇكەممەل:6.0746327382210294
17997-راس بولغان:9-بەخىت تىلەش,12-ھەقىقى:16.88048508129649
17999-ئىش بولدىدە:23-ئېسىل:6.356079181168704
18008-پىتنە چىقىرىدىغانلىقى:3-گۈزەل,17-چىرايلىق:12.85135767805043
18009-ئېنىق تۇرغان:3-گۈزەل,17-چىرايلىق:12.85135767805043
18010-جاۋاب تاپىمەن:3-گۈزەل,17-چىرايلىق:12.85135767805043
18011-بىلەرمەنلىك قىلىش:3-گۈزەل,17-چىرايلىق:12.85135767805043
18012-ياخشى ئاقىۋەت:3-گۈزەل,17-چىرايلىق:9.962388990439173
18013-ئاقىۋەت ئەكەلمەيدۇ:3-گۈزەل,17-چىرايلىق:12.85135767805043
18019-زەڭ سېپ:17-چىرايلىق:6.493159223579753
18026-يىل بولاي:16-ساغلام:5.894675583204978
18032-ئايلىق بولغان:26-مۇقۇم:8.558666330091405
18057-سۆز ئەمەس:16-ساغلام:5.702030505262583
18067-ئەڭ تەس:21-قالتىس,30-ئاسان:8.245048171838421
18109-داڭقى چىققان:3-گۈزەل:4.62123286030447
18142-بەك چىڭ:5-ياخشى كۆرۈش:9.482717476858106
18145-نۇرغۇن كىشىلەر:1-پىشقان,3-گۈزەل,12-ھەقىقى,16-ساغلام,27-سادىق,32-ئەرزان,35-مەدھىيە:26.22214647903619
18147-يۇقىرى قان:16-ساغلام:6.242598886625285
18204-تەپەككۇر قىلىش:12-ھەقىقى,24-كۈچلۈك:4.922702854729597
18207-قارا تىزىملىككە:3-گۈزەل:3.1358060331342283
18222-پۇل تېپىشنى:3-گۈزەل,30-ئاسان:9.905033132380558
18223-ئورۇنغا قويۇۋالغانلار:30-ئاسان:7.60572836696345
18224-ۋاستە تاللىماي:30-ئاسان:6.60572836696345
18225-ئاسانلا خاتالىشىدۇ:30-ئاسان:7.60572836696345
18226-سورىقىغا تارتىلىدۇ:30-ئاسان:7.60572836696345
18238-ئامالسىز قالدىم:10-ئاكتىپ:6.954338504503317
18245-سەت گەپ:17-چىرايلىق:4.756193629413547
18246-گەپ قىلغاندا:12-ھەقىقى,24-كۈچلۈك:9.011491093446502
18252-ھەق ناھەقنى:12-ھەقىقى:6.697327886297294
18278-روھىي گادايلىق:14-مۇكەممەل:7.659595238942186
18279-گادايلىق تۈگىسە:14-مۇكەممەل:8.659595238942186
18280-ئالدىمىزدىكى نۇرغۇن:14-مۇكەممەل:8.659595238942186
18281-نۇرغۇن نەرسىلەرگە:14-مۇكەممەل:8.659595238942186
18282-نەرسىلەرگە ئەستايدىل:14-مۇكەممەل:8.659595238942186
18283-ئەستايدىل قاراپ:14-مۇكەممەل:8.659595238942186
18284-ناھايىتى نۇرغۇن:14-مۇكەممەل,24-كۈچلۈك:11.744939755595514
18285-نۇرغۇن ماھىيەتلىك:14-مۇكەممەل:8.659595238942186
18286-ماھىيەتلىك تەرەپلىرىنى:14-مۇكەممەل:8.659595238942186
18287-تەرەپلىرىنى تونۇشقا:14-مۇكەممەل:8.659595238942186
18288-قوبۇل قىلىشقا:14-مۇكەممەل:5.0746327382210294
18289-پىششىق ئىگەللەپ:14-مۇكەممەل:8.659595238942186
18290-مۇكەممەل بىلىم:14-مۇكەممەل:8.659595238942186
18291-ھاياتقا كىشىلىك:14-مۇكەممەل:8.659595238942186
18292-كىشىلىك مۇناسىۋەتلەرگە:14-مۇكەممەل:8.659595238942186
18293-مۇناسىۋەتلەرگە باغلاشقا:14-مۇكەممەل:8.659595238942186
18294-سەۋەب بولاتتى:14-مۇكەممەل:8.659595238942186
18311-باھا بەرگىلى:17-چىرايلىق,23-ئېسىل:11.141419156241767
18318-كارتا بىجىرىپ:18-خوشال,25-خوشاللىق:15.949868696326746
18327-ھەجەپ تەس:30-ئاسان:3.518265525713111
18329-چاتاق چىقىپ:11-داڭلىق:4.811017654158069
18354-ئىنكاس يازسام:17-چىرايلىق:6.493159223579753
18364-بايان قىلىپ:12-ھەقىقى,22-ئىناق:8.675234861939018
18365-ئەۋج ئالغان:3-گۈزەل,6-بىخەتەر,24-كۈچلۈك:11.226769559234569
18373-مەۋجۇت بولۇپ:3-گۈزەل,10-ئاكتىپ,14-مۇكەممەل,20-راھەت,23-ئېسىل,24-كۈچلۈك:14.303958217058785
18376-ئىجرا قىلىش:6-بىخەتەر,10-ئاكتىپ,12-ھەقىقى:9.016210204185187
18422-پەيدا بولدى:3-گۈزەل,16-ساغلام,24-كۈچلۈك:7.301736153028217
18463-تەسىر يەتكۈزگەن:4-ئىتىپاقلىق:12.960764773662753
18550-يامان كۆز:14-مۇكەممەل:6.337667144054824
18554-قەدەم ئېلىش:29-كۆڭۈلدىكىدەك:9.63883667877539
18585-تورغا يوللاپ:12-ھەقىقى:4.112365385576139
18606-گەپ قىلسام:17-چىرايلىق:3.830194210857324
18640-بەك يېرىم:23-ئېسىل,30-ئاسان:7.469954451802479
18665-كۈچۈڭ يەتمىسە:12-ھەقىقى,23-ئېسىل:12.960297663074517
18683-ئاز بولمىغان:3-گۈزەل,23-ئېسىل:5.8365333856903785
18694-بارلىققا كەلدى:14-مۇكەممەل,24-كۈچلۈك:6.879020941043302
18697-ئىش يوقكەن:16-ساغلام,33-ئىلغار:15.320403081478254
18700-ئاز دەپ:10-ئاكتىپ,32-ئەرزان:10.817823578555522
18702-گەپنى ئاڭلاپ:12-ھەقىقى:3.4749354649608466
18704-غەلىتە بولۇپ:14-مۇكەممەل:6.659595238942186
18727-يېرىم يىل:24-كۈچلۈك:1.8465576570662114
18769-تولۇق ئوتتۇرا:24-كۈچلۈك:2.4437984875658043
18797-غەم قايغۇ:3-گۈزەل:3.1358060331342283
18823-بىلىم ئال:27-سادىق,33-ئىلغار:11.552811523281285
18835-سەت گەپلەر:17-چىرايلىق:5.493159223579753
18848-ئوغىرى تەسۋىرلەنگەنمىكەن:11-داڭلىق:7.811017654158069
18861-گۈزەل ئىسلام:3-گۈزەل:6.943160955191833
18862-دىنىمىزنى خۈنۈكلەشتۈرۈپ:3-گۈزەل:6.943160955191833
18863-خۈنۈكلەشتۈرۈپ قورقۇنۇچلۇق:3-گۈزەل:6.943160955191833
18864-قورقۇنۇچلۇق قىلىپ:3-گۈزەل:6.943160955191833
18877-كۆزدىن كەچۈرۈپ:16-ساغلام:7.38010241037522
18889-نۇرغۇن ئىشلار:3-گۈزەل,10-ئاكتىپ,16-ساغلام,30-ئاسان:11.360012814170005
18908-يېزىق ئۆزگەرتىمىز:10-ئاكتىپ,30-ئاسان:12.145029372187924
18961-ئىنكاسلارنى ئوقۇپ:30-ئاسان:5.283800272076087
18966-ئارزۇ قىلغان:3-گۈزەل,11-داڭلىق,14-مۇكەممەل,29-كۆڭۈلدىكىدەك:14.53672515943904
19030-ئوبدان قارا:16-ساغلام:5.380102410375221
19047-بېسىق بول:24-كۈچلۈك,26-مۇقۇم:15.22897334746589
19055-ئىملا خاتالىق:14-مۇكەممەل,30-ئاسان:3.41279409650144
19117-پېتى تاشلاپ:30-ئاسان:7.60572836696345
19118-ئېلىپبەنى يېڭىلىدى:30-ئاسان:7.60572836696345
19119-يېڭىلىدى راست:30-ئاسان:7.60572836696345
19120-نىمانچە ئاستا:30-ئاسان:5.020765866242294
19122-ھاياسىز خوتۇن:3-گۈزەل:6.943160955191833
19123-كوچىغا چىققۇسىزلا:3-گۈزەل:6.943160955191833
19124-چىققۇسىزلا بولۇپ:3-گۈزەل:6.943160955191833
19128-ئاچچىق بولغان:32-ئەرزان:8.033410075494517
19133-تۈنۈگۈن تاللا:17-چىرايلىق,23-ئېسىل:15.756129000356975
19134-تاللا بازىرىغا:17-چىرايلىق,23-ئېسىل:10.112272810582251
19135-بازىرىغا كىرسەم:17-چىرايلىق,23-ئېسىل:12.586203998914662
19137-يۈرۈش ئېسىل:17-چىرايلىق,23-ئېسىل:15.756129000356975
19138-ئېسىل زىننەتلەنگەن:17-چىرايلىق,23-ئېسىل:15.756129000356975
19139-زىننەتلەنگەن قەلەملەر:17-چىرايلىق,23-ئېسىل:15.756129000356975
19140-قەلەملەر كەپتۇ:17-چىرايلىق,23-ئېسىل:15.756129000356975
19141-چىرايلىقكەن دەپ:17-چىرايلىق,23-ئېسىل:15.756129000356975
19142-توپ ئېلىپتىمەن:17-چىرايلىق,23-ئېسىل:15.756129000356975
19143-قېپىنى ئېچىپ:17-چىرايلىق,23-ئېسىل:13.756129000356976
19145-ياخشى چىقمايدىكەن:17-چىرايلىق,23-ئېسىل:13.756129000356976
19146-سىرتىغا قاراپ:17-چىرايلىق,23-ئېسىل:11.112272810582251
19166-سۈكۈت قىلىش:3-گۈزەل,14-مۇكەممەل,21-قالتىس,24-كۈچلۈك:17.12481454549155
19178-بېكەتلەرنى كۆرسەم:23-ئېسىل:6.678007276056066
19208-خاتالىق ئۇچۇرى:14-مۇكەممەل:3.801614243814614
19209-ئۇچۇرى چىقىۋىلىپ:14-مۇكەممەل:7.0746327382210294
19215-ۋاز كەچتىم:10-ئاكتىپ:5.73194608316687
19231-ئاددىي ساۋاتنىمۇ:3-گۈزەل:6.943160955191833
19232-ساۋاتنىمۇ چۈشىنىپ:3-گۈزەل:6.943160955191833
19245-مايدىن باشلاپ:11-داڭلىق:6.2260551534369135
19278-پىلانلىق تۇغۇت:16-ساغلام:4.795139909654064
19294-ئوقۇش پۈتتۈرۈش:3-گۈزەل:1.3581984544706762
19298-كۈنىنى بىلمەيدۇ:26-مۇقۇم:11.558666330091405
19299-ئاستىدىكى مۇقۇملۇق:26-مۇقۇم:11.558666330091405
19300-مۇقۇملۇق لازىم:26-مۇقۇم:11.558666330091405
19305-تىرورچى دېگەن:12-ھەقىقى:6.282290387018451
19340-يىللىق ب:11-داڭلىق,24-كۈچلۈك:7.030443356259184
19371-فىلىملارغا ئامىراق:33-ئىلغار:9.618372576215673
19372-ئامىراق كىچىك:33-ئىلغار:9.618372576215673
19373-كىچىك باللىرىمىزنىڭ:33-ئىلغار:9.618372576215673
19374-تىلىنى چۈشەنمىسىمۇ:33-ئىلغار:9.618372576215673
19375-فىلىملىرىگە قاراپ:33-ئىلغار:9.618372576215673
19377-ئىش قىلىمەن:30-ئاسان:6.020765866242294
19378-ئىش قىلماي:11-داڭلىق,12-ھەقىقى:5.80559566162707
19400-لالما ئىتلار:12-ھەقىقى,23-ئېسىل:8.960297663074517
19401-ئىتلار كەلدى:23-ئېسىل:7.678007276056066
19402-ئەخلەت يۈندىلار:23-ئېسىل:7.678007276056066
19403-يۈندىلار ئارىسىدا:23-ئېسىل:7.678007276056066
19404-ئارىسىدا پۇرىدى:23-ئېسىل:7.678007276056066
19405-لاغايلاپ يۈردى:23-ئېسىل:7.678007276056066
19406-بىغەم بوپ:23-ئېسىل:7.678007276056066
19407-خىيالىغىمۇ كەلمىدى:23-ئېسىل:7.678007276056066
19408-كۈنگە كەلگەندە:23-ئېسىل,30-ئاسان:10.639879453244792
19409-پاچاققا ئېسىلدى:23-ئېسىل:7.678007276056066
19424-تەس قېرىنداش:33-ئىلغار:9.618372576215673
19426-پاجىئەلەر ئىتتىپاقسىزلىق:33-ئىلغار:9.618372576215673
19427-ئىتتىپاقسىزلىق جىنايەت:33-ئىلغار:9.618372576215673
19429-گۇناھ ئىشلارنىڭ:33-ئىلغار:9.618372576215673
19430-ئىتىقادسىزلىقتىن بولۇۋاتىدۇ:33-ئىلغار:9.618372576215673
19431-ھېس قىلىشىمچە:12-ھەقىقى:4.697327886297295
19432-نۇرغۇن ياشلار:12-ھەقىقى:4.474935464960846
19433-ئىنتايىن نارازى:12-ھەقىقى:7.282290387018451
19434-نارازى بولۇپ:12-ھەقىقى:5.28229038701845
19436-كەڭ قورساقىلىقىغا:12-ھەقىقى:7.282290387018451
19437-پەقەتلا چۈشمىگەن:12-ھەقىقى:7.282290387018451
19438-ھەقىقىي ۋەقەلىككە:12-ھەقىقى:7.282290387018451
19440-تەشەببۇس قىلدى:12-ھەقىقى:5.697327886297295
19454-ھىسيات ئارلىشىپ:30-ئاسان:7.60572836696345
19455-ئىشلاردىن ئاسانلا:30-ئاسان:7.60572836696345
19456-ئاسانلا چاتاق:30-ئاسان:7.60572836696345
19457-چاتاق چىقىدىكەن:30-ئاسان:6.60572836696345
19462-پىپەن قىلىش:24-كۈچلۈك:6.1442382057068965
19488-ئىملا ئۆزگەرتىش:12-ھەقىقى:5.28229038701845
19494-خەۋەرنى ئاڭلاپ:18-خوشال,25-خوشاللىق:13.949868696326746
19498-ئاز سانلىق:18-خوشال,27-سادىق:7.204227982385088
19499-سانلىق مىللەت:12-ھەقىقى,18-خوشال,22-ئىناق,27-سادىق:14.048876345565482
19508-مۇھىم ئىكەنلىكىنى:10-ئاكتىپ,20-راھەت:13.157673581440147
19516-پىكىر ئەركىنلىكىنىڭ:10-ئاكتىپ:8.539301005224475
19517-ئەركىنلىكىنىڭ كەمچىل:10-ئاكتىپ:8.954338504503317
19518-كەمچىل بولىشى:10-ئاكتىپ:8.954338504503317
19519-ئوخشىمىغان پىكىرلەرنىڭ:10-ئاكتىپ:8.539301005224475
19520-پىكىرلەرنىڭ سىغىشماسلىقى:10-ئاكتىپ:8.954338504503317
19521-توربەتلەرنىڭ ئورتاق:10-ئاكتىپ:8.954338504503317
19522-ئورتاق كىسىلى:10-ئاكتىپ:8.954338504503317
19528-كەسىپنى پۇختا:3-گۈزەل:5.943160955191833
19552-كۆپ بولىدۇ:24-كۈچلۈك:2.7292007064280526
19601-كۈنلۈك ئىش:24-كۈچلۈك,30-ئاسان:10.720219229276294
19619-دەشتى چۆللەر:23-ئېسىل:6.678007276056066
19664-ھاكىمىيەتنى ئاغدۇرۇپ:6-بىخەتەر:6.5201921822767686
19669-ئورنى مۇقىملاشتى:24-كۈچلۈك:7.729200706428053
19670-دىتىغا ياقمىدى:24-كۈچلۈك:7.729200706428053
19680-قازا قىلغان:16-ساغلام,37-يېشىل:6.257625317827707
19690-ئەخلاق سەۋىر:3-گۈزەل,24-كۈچلۈك:14.672361661619885
19691-سەۋىر قىلىش:3-گۈزەل,24-كۈچلۈك:9.33251165873526
19692-ئاجىزلىقنىڭ ئەدەپسىزلىك:3-گۈزەل,24-كۈچلۈك:14.672361661619885
19693-ئەدەپسىزلىك باشقىلارغا:3-گۈزەل,24-كۈچلۈك:14.672361661619885
19694-باشقىلارغا ئازار:3-گۈزەل,24-كۈچلۈك:12.613467972566315
19695-ئازار بېرىش:3-گۈزەل,24-كۈچلۈك,27-سادىق:17.495769296296753
19696-كۈچلۈكلۈكنىڭ سېمۋۇلىمۇ:3-گۈزەل,24-كۈچلۈك:14.672361661619885
19697-ئەخلاقلىقلارنىڭ نەزىرىدە:3-گۈزەل,24-كۈچلۈك:14.672361661619885
19698-نەزىرىدە گۈزەل:3-گۈزەل,24-كۈچلۈك:14.672361661619885
19699-ئەخلاق ئەدەپسىزلەرنىڭ:3-گۈزەل,24-كۈچلۈك:14.672361661619885
19700-ئەدەپسىزلەرنىڭ نەزىرىدە:3-گۈزەل,24-كۈچلۈك:14.672361661619885
19701-نەزىرىدە ئەدەپسىزلىك:3-گۈزەل,24-كۈچلۈك:14.672361661619885
19702-ئەدەپسىزلىك كۈچلۈكلۈككە:3-گۈزەل,24-كۈچلۈك:14.672361661619885
19703-كۈچلۈكلۈككە تەڭ:3-گۈزەل,24-كۈچلۈك:14.672361661619885
19705-كارخانىچىلارلا ئۆگىنىشكە:10-ئاكتىپ:9.539301005224475
19706-كارخانىچىغا خاس:10-ئاكتىپ:9.539301005224475
19707-خاس قىلىۋالىمىز:10-ئاكتىپ:9.539301005224475
19708-تۇرمۇشىمىزنى ئۆزگەرتىشتە:10-ئاكتىپ:9.539301005224475
19709-ئاكتىپلىقىمىز لازىم:10-ئاكتىپ:9.539301005224475
19746-ئۇيغۇرچە يۇمشاق:12-ھەقىقى:3.6973278862972943
19763-نۇرغۇن تور:17-چىرايلىق,23-ئېسىل:8.837265763082382
19778-ئەمەلىيەتتە بولسا:17-چىرايلىق,21-قالتىس,24-كۈچلۈك:14.469226815974228
19804-شەخسى كۆز:10-ئاكتىپ,11-داڭلىق:12.180393657940229
19812-سۆز ئۆزگەرتسە:14-مۇكەممەل:8.659595238942186
19813-پۇتتىرەپ تۇرالمايدۇ:14-مۇكەممەل:8.659595238942186
19816-تەكلىماكانغا تېرىك:14-مۇكەممەل:8.659595238942186
19817-تېرىك كۆمۈۋەتكەن:14-مۇكەممەل:8.659595238942186
19823-شۈكرى قىلماق:3-گۈزەل:6.358198454470677
19824-تېخىمۇ گۈزەلدۇر:3-گۈزەل:6.943160955191833
19826-دەرىجىلىك مۇكاپات:2-مۇنەۋۋەر,3-گۈزەل:10.120576655749986
19828-ئەمدى ئۇيقۇسىز:21-قالتىس:9.040199241157156
19829-ئۇيقۇسىز تۈنلەر:21-قالتىس:9.040199241157156
19830-تۈنلەر باشلىنىدىغان:21-قالتىس:9.040199241157156
19844-بلوگ ئېچىپ:23-ئېسىل:6.678007276056066
19845-قەرزدار بولمىغاندۇ:23-ئېسىل:7.678007276056066
19847-بلوگقا چىقسىڭىز:23-ئېسىل:7.678007276056066
19848-شەخسىي بلوگدىن:23-ئېسىل:7.678007276056066
19849-ئەركىن پىكىرلىرىڭىزنى:23-ئېسىل:7.678007276056066
19850-پىكىرلىرىڭىزنى قاقشاشلىرىڭىزنى:23-ئېسىل:7.678007276056066
19851-قاقشاشلىرىڭىزنى يوللىسىڭىز:23-ئېسىل:7.678007276056066
19853-تولا ئۆزگىرىدىغان:23-ئېسىل:7.678007276056066
19854-ئادەملەردىن ھەزەر:23-ئېسىل:7.678007276056066
19855-ھەزەر ئەيلە:3-گۈزەل,6-بىخەتەر,23-ئېسىل,30-ئاسان:10.930303538940617
19857-ھايۋانات دېسە:23-ئېسىل:7.678007276056066
19858-قانىتى بار:23-ئېسىل:7.678007276056066
19859-قۇش دېسە:23-ئېسىل:7.678007276056066
19860-ھايۋاناتقىمۇ ئوخشايدىغان:23-ئېسىل:7.678007276056066
19879-ماشىنا توختىدىغان:21-قالتىس:8.040199241157156
19884-تالانتلىق كىشلەر:33-ئىلغار:8.618372576215673
19885-ھەسسە قوشىدۇ:24-كۈچلۈك:7.729200706428053
19888-نەتىجە قازىنىپ:3-گۈزەل:4.135806033134228
19907-قولىدىن كەلمەيدۇ:12-ھەقىقى,30-ئاسان:10.8880187539819
19922-ئادەمنىڭ قارشىلىقى:11-داڭلىق:6.2260551534369135
19923-قارارنى ئۆزگەرتىشى:11-داڭلىق:6.2260551534369135
19924-بەكلا ئەقىللىق:11-داڭلىق:6.2260551534369135
19925-ئەقىللىق بولۇپ:11-داڭلىق:5.489089559270707
19949-ئىشتىن چۈشۈپ:32-ئەرزان:5.917932858074582
19958-ياخشىراق بولمىسا:21-قالتىس,23-ئېسىل:16.718206517213222
19959-گۈدۈكنىمۇ پاخاللاشتۇرۋىتىدۇ:21-قالتىس,23-ئېسىل:16.718206517213222
19971-ھوزۇرىنى سۈرەلمەي:23-ئېسىل:5.678007276056066
19973-تويىغا قاتىنىشىپ:17-چىرايلىق:8.078121724300908
19974-تويدا چىرايلىق:17-چىرايلىق:8.078121724300908
19977-دوستلىرى ئوخشايدۇ:17-چىرايلىق:8.078121724300908
19978-ئەسلى توينى:17-چىرايلىق:8.078121724300908
19979-توينى قىززىتىش:17-چىرايلىق:8.078121724300908
19980-تەكلىپ قىلىنىغان:17-چىرايلىق:8.078121724300908
19982-كارامەت تويلار:17-چىرايلىق:8.078121724300908
19983-تويلار باركەن:17-چىرايلىق:8.078121724300908
19995-مەنبەسىنى ئۇققان:32-ئەرزان:9.618372576215673
19997-يېقىن كەلتۈرۈشكىمۇ:32-ئەرزان:9.618372576215673
19998-ھېس قىلسىز:32-ئەرزان:7.618372576215672
19999-كارخانىلىرىغا قوشقان:32-ئەرزان:9.618372576215673
20000-بىرلەپ يوقىلىشقا:32-ئەرزان:9.618372576215673
20018-خاس بولغان:12-ھەقىقى,35-مەدھىيە:12.23662889152177
20019-سۆزلۈك تەييارلىيالمايمىز:35-مەدھىيە:12.124263505945631
20021-بۇرۇن مەغلۇب:14-مۇكەممەل:8.659595238942186
20022-مەغلۇب قىلىدۇ:14-مۇكەممەل:8.659595238942186
20026-ئانامنى ھۆرمەت:5-ياخشى كۆرۈش:12.067679977579262
20027-ھۆرمەت قىلمىغان:5-ياخشى كۆرۈش:12.067679977579262
20028-تىل تەككۈزگەن:5-ياخشى كۆرۈش:12.067679977579262
20030-چوڭلار تويدىن:5-ياخشى كۆرۈش:12.067679977579262
20031-كۆزۈڭنى يوغان:5-ياخشى كۆرۈش:12.067679977579262
20032-يوغان ئېچىۋال:5-ياخشى كۆرۈش:12.067679977579262
20036-كۆپ كىشى:10-ئاكتىپ,30-ئاسان:9.456529267358356
20042-بەك دۆت:27-سادىق,30-ئاسان:13.014098502361474
20045-پو گەپ:23-ئېسىل:5.678007276056066
20092-خوشال قىلىش:18-خوشال:9.41056769110227
20094-خۇدايىم ساقلا:23-ئېسىل:6.678007276056066
20114-تاماكا چېكىپ:12-ھەقىقى,16-ساغلام,24-كۈچلۈك:15.958634096545618
20133-لا دەپ:14-مۇكەممەل,16-ساغلام,33-ئىلغار:7.80304605208416
20156-مەكتەپكە كىرگەن:17-چىرايلىق:4.618690105663612
20158-كىچىك دەپ:14-مۇكەممەل:6.0746327382210294
20221-دىن يۇقىرى:3-گۈزەل,6-بىخەتەر,10-ئاكتىپ,14-مۇكەممەل,24-كۈچلۈك:7.617012577245972
20228-يامان نىيەتلىك:23-ئېسىل:4.678007276056066
20238-ئۈستىگە ئالىدۇ:12-ھەقىقى:1.7587284309614373
20254-گەپ دەپ:23-ئېسىل:4.508082274613754
20257-كىتاب ئوقۇسا:20-راھەت:8.033410075494517
20278-نەرسە ئەمەس:3-گۈزەل,20-راھەت,23-ئېسىل,31-ئۇلۇغۋار,33-ئىلغار:21.446216017369885
20280-ماشىنىغا چىقىپتىكەنسىلە:26-مۇقۇم:9.236738235204044
20281-يېرىم سائەتتە:26-مۇقۇم:9.236738235204044
20282-رەسىم يوللاپ:26-مۇقۇم:7.388741328649092
20306-دەم يوق:3-گۈزەل,6-بىخەتەر,11-داڭلىق,12-ھەقىقى,18-خوشال,24-كۈچلۈك:9.277295926189758
20399-كۆرەش قىلىش:12-ھەقىقى:3.581850668877358
20420-شانلىق تارىخ:12-ھەقىقى,23-ئېسىل:8.620447660189893
20434-بەك تەس:23-ئېسىل:1.4491885855601856
20440-رەسىمنى كۆرۈپ:20-راھەت:5.09481062015866
20467-رېئال تۇرمۇشنى:2-مۇنەۋۋەر:9.578295136840337
20499-ئېسىمىزدە بولسۇنكى:12-ھەقىقى:7.282290387018451
20618-مۇھتاج دېگەن:28-ئېتىراپ قىلىش:12.680656854470016
20622-ئى مۆمىنلەر:12-ھەقىقى:4.8228587683811535
20652-يىل كىرگەندىن:16-ساغلام:6.702030505262583
20715-ئىلان قىلىپ:12-ھەقىقى:3.822858768381153
20725-يولىغا قاراپ:22-ئىناق:10.09569435374886
20735-جاننى تىكىپ:23-ئېسىل:5.678007276056066
20765-مۇسابىقىسى باشلاندى:21-قالتىس:5.870274239714844
20819-ئاز دىگەندە:30-ئاسان:4.435803365521138
20823-ئوبدان بوپتۇ:23-ئېسىل:6.09304477533491
20825-بېلەت تاشلايدىغان:12-ھەقىقى:6.282290387018451
20875-سەل تۇرۇپ:32-ئەرزان:5.226055153436913
20890-قىممەت ئەمەس:32-ئەرزان:7.618372576215672
20914-بەك ئاسانمۇ:30-ئاسان:7.60572836696345
20928-ئۇزۇن بولغان:3-گۈزەل,17-چىرايلىق:6.974158767378717
20933-ئەخلەت يىمەكلىك:16-ساغلام:5.53210550382027
20981-مېھرىبان ئانىلار:16-ساغلام:7.1170680045414265
21052-بالا ئىدى:17-چىرايلىق:5.493159223579753
21087-قۇرۇقلۇق ئارمىيەسى:24-كۈچلۈك:6.7292007064280535
21172-كىچىك بولسىمۇ:24-كۈچلۈك:3.9218457843704484
21274-خوتۇن ئالغان:17-چىرايلىق:7.07812172430091
21276-رەتلىك ئەمەس:24-كۈچلۈك:7.729200706428053
21308-پۇل بايغا:33-ئىلغار:8.618372576215673
21309-بايغا سۇ:33-ئىلغار:9.618372576215673
21340-بەك كۈچلۈك:24-كۈچلۈك:7.729200706428053
21360-توپ ئالغان:32-ئەرزان:9.618372576215673
21402-پۇل تېپىپ:11-داڭلىق:5.226055153436913
21445-مۇكەممەل ئىنسان:3-گۈزەل,14-مۇكەممەل,29-كۆڭۈلدىكىدەك:24.393595966354457
21446-سەل قوپال:17-چىرايلىق:5.493159223579753
21483-ياش ۋاقتىدا:3-گۈزەل:2.855698113941493
21523-خۇش پۇراق:3-گۈزەل,23-ئېسىل:8.00645838713269
21542-ھىس قىلغان:3-گۈزەل,12-ھەقىقى,16-ساغلام,20-راھەت:16.86615441791929
21567-قۇدرەتلىك ئاللا:23-ئېسىل:5.678007276056066
21577-چاغدا داڭلىق:11-داڭلىق:7.811017654158069
21590-ئىش با:3-گۈزەل,10-ئاكتىپ,11-داڭلىق,12-ھەقىقى,20-راھەت,28-ئېتىراپ قىلىش,30-ئاسان:19.366240285539995
21606-گەپ قىلىشنى:3-گۈزەل:4.943160955191833
21673-ئىش ئىدى:18-خوشال:5.503677095493753
21685-ئايان بو:3-گۈزەل,16-ساغلام,24-كۈچلۈك:11.952327400709656
21743-ۋاپات بولغان:2-مۇنەۋۋەر,24-كۈچلۈك:8.132570160767711
21758-بەك زور:3-گۈزەل,33-ئىلغار:12.391608529965193
21803-پۇلنى دەپ:3-گۈزەل:3.7732359537495204
21812-نىمانداق تولا:14-مۇكەممەل:7.0746327382210294
21820-دەل ئەكسىچە:23-ئېسىل,24-كۈچلۈك:9.407207982484119
21865-ئەڭ ناچار:12-ھەقىقى:2.7587284309614377
